dc_subject,dc_contributor,dc_description,dc_format,fedora_lastModified,dc_title,ldp_contains,dc_type,dcterms_created,dc_rights,dcterms_spatial,fedora_createdBy,fedora_hasParent,dcterms_type,fedora_writable,dcterms_isPartOf,dcterms_abstract,dcterms_extent,dc_language,dc_creator,fedora_created,fedora_lastModifiedBy,files
"Blue, Elizabeth|Governmental investigations|Chickasaw Indians|Indian slaveholders|Enslaved persons|African Americans|Harlin, Susan|Freed persons|Children of freed persons|African American women|Cherokee Indians--Census, 1896|Migration, Internal--Southern States|Intermarriage|Cherokee Indians--Census, 1880|Cherokee Indians--Tribal citizenship|American Civil War (United States : 1861-1865)|Blue, Calvin","Green, M. D.|Harlin, Susan|Breckinridge, Clifton Rodes, 1846-1932|Harlin, Jenetta","Interviewer: Clifton R. Breckinridge; Interviewees, Susan Harlin, Jenetta Harlin.|Signed by M.D. Green (Stenographer) and C. R. Breckinridge (Commissioner).",reformatted digital,2025-04-30T14:41:35.158000+00:00,"[Susan Harlin et al. case testimonies]: Department of the Interior, Commission to the Five Civilized Tribes, Ft. Gibson, I. T., April 23, 1901",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/59/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/59/pages,Interviews,1901-04-23,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Oklahoma--Fort Gibson (Indian Territory)|Chickasaw Nation, Oklahoma|Cherokee Nation, Oklahoma",fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects,Text,false,"1/8: Harlin, Susan, et al., R-352. 1901, 1904","Testimonies on behalf of Susan Harlin, a formerly enslaved person from Tahlequah District, for membership in the Cherokee Nation. Susan begins by testifying on her own behalf and her two minor children (Elizabeth Blue and Calvin Blue). She testifies that she was enslaved by John Brewer, the father of Bill Brewer, and that her first husband was a Chickasaw Freedman named Tim Blue. She stayed in the Chickasaw Nation during the Civil War, returning to the Cherokee Nation approximately 12 years prior to her testimony. Jenetta Harlin testifies that she has known Susan during her entire life in the Chickasaw Nation and that Susan had been married at the time to Bass Harlin, a Cherokee Freedman. Commissioner Breckinridge concludes the testimony by stating that Susan will be enrolled as a Cherokee Freedman by intermarriage on a ""doubtful card,"" but rejects the enrollment of Elizabeth and Calvin Blue, who are not identified in any registry.",3 pages,eng,United States. Commission to the Five Civilized Tribes,2025-04-30T14:41:35.158000+00:00,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/59/pages/page_0/files/1-8HarlinSusan_0004_0001.jp2
"African American women|Albert, Martha|Cherokee Indians--Tribal citizenship|Governmental investigations|Indian slaveholders|Enslaved persons|African Americans|Children of freed persons|Freed persons","Hastings, William Wirt, 1866-1938|Needles, T. B. (Thomas. B.), 1835-1914|Jones, Bruce C.|Alberty, J. W.|Whitmire, Walter, Samuel, 1852-1926|McRea, A. S.","Interviewers: A.S. McRea (Attorney for applicants), W.W. Hastings (Counsel for Cherokee Nation), T. B. Needles; Interviewees: Watt Whitmire & J.W. Albert;, Stenographer: Bruce C. Jones|""File with Cherokee Freedman, D-100, Lula Knalls.""",reformatted digital,2025-04-30T14:54:36.908000+00:00,"[Martha Albert et al. case testimonies]: Department of the Interior, Commission to the Five Civilized Tribes, Fort Gibson, I. T., September 4, 1901 [2 copies]",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/86/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/86/pages,Interviews,1901-09-04,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Cherokee Nation, Oklahoma|Oklahoma--Goingsnake District (Indian Territory)|Texas|Arkansas|Oklahoma--Fort Gibson (Indian Territory)",fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects,Text,false,"1/12: Knalls, Lula, et al., R-420. 1901, 1905","Testimony of Watt Whitmire on behalf of Martha Albert, a formerly enslaved person, and her children for membership in the Cherokee Nation. Watt testifies that he is the son of Johnson Whitmire, Martha Albert's former enslaver. He discusses his recollections of enslaved persons living on his father's farm in Goingsnake District before the Civil War. Also includes the testimony of J.W. Alberty, a Cherokee ""by blood"" from Goingsnake District.. J.W. Alberty testifies about his recollection of the Whitmire family and the sale of Martha's family to a man called Dillingham from Arkansas, who allegedly later moved them to Texas.",5 pages (2 copies),eng,United States. Commission to the Five Civilized Tribes,2025-04-30T14:54:36.908000+00:00,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/86/pages/page_0/files/1-12_Knalls_Lula_0007_0001.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/86/pages/page_1/files/1-12_Knalls_Lula_0007_0002.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/86/pages/page_2/files/1-12_Knalls_Lula_0007_0003.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/86/pages/page_3/files/1-12_Knalls_Lula_0007_0004.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/86/pages/page_4/files/1-12_Knalls_Lula_0007_0005.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/86/pages/page_5/files/1-12_Knalls_Lula_0007_0006.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/86/pages/page_6/files/1-12_Knalls_Lula_0007_0007.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/86/pages/page_7/files/1-12_Knalls_Lula_0007_0008.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/86/pages/page_8/files/1-12_Knalls_Lula_0007_0009.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/86/pages/page_9/files/1-12_Knalls_Lula_0007_0010.jp2
"African Americans|Children of freed persons|Freed persons|African American women|Rowe, Parmelia|Cherokee Indians--Tribal citizenship|Governmental investigations",United States. Commission to the Five Civilized Tribes,"Stamped at the top of the envelope: ""Cherokee Freedman R 361.""",reformatted digital,2025-04-30T14:51:18.606000+00:00,Parmelia Rowe et al.: [Envelope for documents of a denied case for Cherokee Freedmen enrollment],https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/126/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/126/pages,Correspondence,1904-05-28,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Cherokee Nation, Oklahoma|Washington (D. C.)",fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects,Text,false,"1/20: Rowe Family. Joseph (R-360, D-1016), Parmelia (R-361, D-681). 1901, 1903-1904","Envelope that contained the documents relating to the denial of the Parmelia Rowe et al. application for citizenship in the Cherokee Nation by the Commission to the Five Civilized Tribes. It is stamped ""Refused. Action approved by Secretary of the Interior, May 28, 1904.""",1 envelope,eng,United States. Department of the Interior,2025-04-30T14:51:18.606000+00:00,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/126/pages/page_0/files/1-20RoweFamily_0002_0001.jp2
"Whitmire, Phyllis|Cherokee Indians--Census, 1880|Cherokee Indians--Tribal citizenship|Wallace rolls|Kerns-Clifton roll|American Civil War (United States : 1861-1865)|Treaty with the Cherokee (1866 July 19)|Governmental investigations|African Americans|Burden of proof|Freed persons|Cherokee Indians--Legal status, laws, etc.|Migration, Internal--United States|African American women","Tonner, A. C.","Typewritten at the top: ""Land 47870-1903.; Copy.""",reformatted digital,2025-04-30T14:53:28.470000+00:00,"[Phyllis Whitmire case]: Letter from A. C. Tonner, Acting Commissioner of Indian Affairs to the Secretary of the Interior, Washington, February 6, 1904",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/166/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/166/pages,Correspondence,1904-02-06,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Cherokee Nation, Oklahoma|Washington (D. C.)",fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects,Text,false,"1/28: Whitmire, Phyllis, R-354. 1904","A. C. Tonner, Acting Commissioner to the Office of Indian Affairs, informs the Secretary of the Interior that there is conflicting evidence about whether Phyllis Whitmire, a formerly enslaved African American, returned to the Cherokee Nation within the timeframe specified by the treaty of 1866 after the end of the Civil War.  Her name is also not found on the authenticated Cherokee tribal roll of 1880, but appears in the Kerns-Clifton roll and Wallace rolls. The testimonial evidence that she did not return within six months after this treaty appear to be ""largely guess-work"" on the part of witnesses who testified. Tonner also questions placing the burden of proof on the applicant. He recommends that the case be returned to the Commission to the Five Civilized Tribes and that the Commission explain the reasoning behind their decision to deny her application.",4 pages,eng,United States. Office of Indian Affairs,2025-04-30T14:53:28.470000+00:00,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/166/pages/page_0/files/1-28WhitmirePhyllis_0002_0001.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/166/pages/page_1/files/1-28WhitmirePhyllis_0002_0002.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/166/pages/page_2/files/1-28WhitmirePhyllis_0002_0003.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/166/pages/page_3/files/1-28WhitmirePhyllis_0002_0004.jp2
"Cherokee Indians--Tribal citizenship|Brown, Charles|Governmental investigations|Enslaved persons|Indian slaveholders|African Americans|Children of freed persons|Freed persons","Smith, Edgar|Scott, James A.,|Dodson, Anna H.|Bagwell, E. C.|Davenport, James S., 1864-1940","Interviewers: James S. Davenport, Edgar Smith (from ""Mellette & Smith""); Interviewees: James A. Scott, Anna H. Dodson; Stenographer: E. C. Bagwell|""This testimony will be filed with the following doubtful Cherokee Freedmen cases: D 952, D 954, and D 965.""",reformatted digital,2025-04-30T14:41:08.085000+00:00,"[Charles Brown et al. case testimonies]: Department of the Interior, Commission to the Five Civilized Tribes, Muskogee, I. T., February 18, 1902 [2 copies]",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/49/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/49/pages,Interviews,1902-02-18,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Arkansas--Van Buren|Missouri--Elk Hill|Cherokee Nation, Oklahoma|Louisiana|Oklahoma--Muskogee (Indian Territory)",fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects,Text,false,"1/5: Brown Family. Charles (D-952, R-400), Charles Jr. (D-954, R-401), John (D-965, R-402), Suagee, Mary (R-403). 1901, 1906","Testimony of James A. Scott from Muskogee District on behalf of Charles Brown and his children for membership in the Cherokee Nation. James testifies that his father had enslaved Charles (""Charley"") Brown in the 1850s when they lived in Elk Hill in Nevada County, Missouri. HIs father later sold him to his uncle, Charles D. Scott of Van Buren, Arkansas. He does not think that his father had purchased him from ""Judge Jim Brown,"" but from a ""Hildebrand."" Also includes the testimony of James' sister, Anna H. Dodson, who testifies that Charles D. Scott later sold Charley Brown to a farmer from Louisiana. At the end, the Commission decides to file this testimony with three ""doubtful"" Cherokee Freedmen cases: D 952 (Charles Brown et al.), D 954 (Charles Brown, Jr.) and D 965 (John H. Brown).",4 pages (2 copies),eng,United States. Commission to the Five Civilized Tribes,2025-04-30T14:41:08.085000+00:00,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/49/pages/page_0/files/1-5BrownFamily_0006_0001.jp2
"Cherokee Indians--Census, 1880|Cherokee Indians--Tribal citizenship|Kerns-Clifton roll|Governmental investigations|African Americans|Children of freed persons|Freed persons|Holt, William|Cherokee Indians--Census, 1896|Migration, Internal--Southern States","Davenport, James S., 1864-1940|Smith, Edgar|Holt, William|Needles, T. B. (Thomas. B.), 1835-1914|Jones, Bruce C.","Signed by Bruce C. Jones (Stenographer) and T.B. Needles (Commissioner).|Interviewers: T.B. Needles, Edgar Smith (attorney for applicant, Mellette & Smith),  James Davenport (attorney for the Cherokee Nation); Interviewee: William Holt",reformatted digital,2025-04-30T14:42:08.982000+00:00,"[William Holt case testimonies]: Department of the Interior, Commission to the Five Civilized Tribes, Chelsea, I. T., June 20, 1901",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/67/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/67/orderProxies,Interviews,1901-06-20,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Cherokee Nation, Oklahoma|Oklahoma--Vinita (Indian Territory)|Oklahoma--Chelsea (Indian Territory)",fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects,Text,false,"1/10: Holt Family. Tucumseh (R-399), William (R-398). 1901, 1904","William Holt, a formerly enslaved African American, testifies for enrollment as a Cherokee Freedman by answering questions about where he has resided.  He claims that he has lived in Vinita in the Cherokee Nation ""off and on"" throughout his life, and that his father is Tecumseh Holt. He does not appear on tribal rolls of 1880 and 1896, or on the Kern-Clifton roll or Wallace roll. The Commissioner's decides to accept Holt's application on a doubtful card"", since he did not appear to be included on any tribal roll and could not provide satisfactory ""proof as to his residence.""",4 pages,eng,United States. Commission to the Five Civilized Tribes,2025-04-30T14:42:08.982000+00:00,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/67/pages/page_0/files/1-10HoltFamily_0002_0001.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/67/pages/page_1/files/1-10HoltFamily_0002_0002.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/67/pages/page_2/files/1-10HoltFamily_0002_0003.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/67/pages/page_3/files/1-10HoltFamily_0002_0004.jp2
"Cherokee Indians--Tribal citizenship|Governmental investigations|African Americans|Hicks, William|Hicks, Jesse|Children of freed persons|Freed persons",United States. Commission to the Five Civilized Tribes,"Stamped on the envelope: ""Cherokee Freedmen, R-417; See Cher. Fr. No. D 1007.""",reformatted digital,2025-04-30T14:41:43.391000+00:00,Jesse Hicks et al.: [Envelope for documents of a denied case for Cherokee Freedmen enrollment],https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/62/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/62/orderProxies,Correspondence,1904-06-20,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Cherokee Nation, Oklahoma|Washington (D. C.)",fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects,Text,false,"1/9: Hicks, Jesse, R-417. 1904, 1906","Envelope that contained documents relating to the denial of the Jesse Hicks et al. application for citizenship in the Cherokee Nation by the Commission to the Five Civilized Tribes. It is stamped ""Refused. Action approved by Secretary of the Interior, June 20, 1904.""",1 envelope,eng,United States. Department of the Interior,2025-04-30T14:41:43.391000+00:00,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/62/pages/page_0/files/1-9_Hicks_Jesse_0001_0001.jp2
"Governmental investigations|West, Hannah|Indian slaveholders|Enslaved persons|African Americans|Freed persons|Treaty between the United States of America and the Chiefs, Head Men, and People of the Cherokee Tribe of Indians (1835 December 29)|African American women|Migration, Internal--Southern States|Cherokee women|Cherokee Indians--Tribal citizenship","Green, M. D.|Jones, Bruce C.|Needles, T. B. (Thomas. B.), 1835-1914|Breckinridge, Clifton Rodes, 1846-1932|Von Weise, Chas.|Bean, Mark|Bell, L. B.","Interviewer: T. B. Needles (Commissioner); Interviewees: Mark Bean, L. B. Bell|Includes typewritten signatures of Bruce C. Jones (Stenographer) and C.R. Breckinridge (Commissioner), and the handwritten signatures of stenographers, Chas. von Weise and M.D. Greene.|Different copies are filed with the following cases: Sallie Mayfield, C. F. D. 91 (one copy), Thomas Mayfield et al., C. F. D-124 (one copy), and Emberry Mayfield, C. F. D. D-181 (two copies).",reformatted digital,2025-04-30T14:50:24.793000+00:00,"[Hannah West case testimonies]: Department of the Interior, Commission to the Five Civilized Tribes, Fort Gibson, I. T., September 4, 1901 [4 copies]",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/102/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/102/pages,Interviews,1901-09-04,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Oklahoma--Flint District (Indian Territory)|Oklahoma--Fort Gibson (Indian Territory)|Cherokee Nation, Oklahoma|Texas--Rusk County",fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects,Text,false,"1/14: Mayfield Family. Sallie (D-91, R-407), Thomas, et al. (D-124, R-408), Emberry, et al. (D-131, R-409). 1901, 1904","Mark Bean, a ""Cherokee by blood"" and L. B. Bell testify on behalf of Hannah West, a formerly enslaved African American, for enrollment as a Cherokee Freedmen. Both Mark Bean and L.B. Bell testify that they knew Sallie Mayfield, a former Cherokee citizen from Flint District, who relocated to ""Russ"" [i.e., Rusk] County, Texas in 1847 and returned in 1868 or 1869. Bell testifies that she had moved to Texas due to disturbances ""arising out of the treaty of 1835."" Finally, both witnesses testify that Sallie was later re-admitted as a citizen of the Cherokee Nation, but that they did not know Hannah, or whether she had been among the persons enslaved by Sallie.",2 pages (4 copies),eng,United States. Commission to the Five Civilized Tribes,2025-04-30T14:50:24.793000+00:00,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/102/pages/page_0/files/1-14MayfieldFamily_0010_0001.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/102/pages/page_1/files/1-14MayfieldFamily_0010_0002.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/102/pages/page_2/files/1-14MayfieldFamily_0010_0003.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/102/pages/page_3/files/1-14MayfieldFamily_0010_0004.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/102/pages/page_4/files/1-14MayfieldFamily_0010_0005.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/102/pages/page_5/files/1-14MayfieldFamily_0010_0006.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/102/pages/page_6/files/1-14MayfieldFamily_0010_0007.jp2|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/102/pages/page_7/files/1-14MayfieldFamily_0010_0008.jp2
"Cherokee Indians--Tribal citizenship|Governmental investigations|McClure, Johnnie Wesley|Starr, Caroline|African Americans|Children of freed persons|Freed persons|African American women",United States. Commission to the Five Civilized Tribes,"Stamped on the envelope: ""Cherokee Freedmen R-356.""",reformatted digital,2025-04-30T14:52:09.720000+00:00,Caroline Starr et al.: [Envelope for documents of a denied case for Cherokee Freedmen enrollment],https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/142/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/142/orderProxies,Correspondence,1904-05-24,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Cherokee Nation, Oklahoma|Washington (D. C.)",fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects,Text,false,"1/23: Starr, Caroline, R-356. 1904-1905","Envelope that contained the documents relating to the denial of Caroline Starr's application for herself and her child, Johnnie Wesley McClure, to be enrolled as Cherokee Freedmen by the Commission to the Five Civilized Tribes. It is stamped ""Refused. Action approved by Secretary of the Interior, May 24, 1904.""",1 envelope,eng,United States. Department of the Interior,2025-04-30T14:52:09.720000+00:00,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/cherokee-freedmen-fixed_objects/142/pages/page_0/files/1-23StarrCaroline_0001_0001.jp2
